query_id,corpus_id,score
q00011,ADBE20230822,0.30909720063209534
q00011,ADBE20230859,0.22053582966327667
q00012,ADBE20230283,0.8170061111450195
q00012,ADBE20231681,0.3999997079372406
q00012,ADBE20231518,0.3999997079372406
q00012,ADBE20231702,0.3200562596321106
q00012,ADBE20230017,0.29642045497894287
q00012,ADBE20230961,0.24592658877372742
q00012,ADBE20231062,0.24207612872123718
q00012,ADBE20231131,0.21265722811222076
q00012,ADBE20230004,0.21167781949043274
q00012,ADBE20231494,0.14769062399864197
q00013,ADBE20231119,0.8166554570198059
q00013,ADBE20231120,0.8008948564529419
q00013,ADBE20231116,0.7697217464447021
q00013,ADBE20231112,0.6793707013130188
q00013,ADBE20230971,0.6760432124137878
q00013,ADBE20231113,0.6554468274116516
q00013,ADBE20230970,0.6136308312416077
q00013,ADBE20231115,0.5389595627784729
q00013,ADBE20230532,0.44059017300605774
q00013,ADBE20230612,0.2723024785518646
q00014,ADBE20231681,0.8521623611450195
q00014,ADBE20231518,0.8521623611450195
q00014,ADBE20231131,0.6559759378433228
q00014,ADBE20230004,0.49802306294441223
q00014,ADBE20230961,0.45740389823913574
q00014,ADBE20230047,0.28178390860557556
q00014,ADBE20230175,0.27986833453178406
q00014,ADBE20230177,0.2795879542827606
q00014,ADBE20230053,0.21304990351200104
q00014,ADBE20230030,0.21285349130630493
q00015,CPNG20230991,0.7050753235816956
q00015,CPNG20230533,0.6041426062583923
q00015,CPNG20230532,0.5877780318260193
q00015,CPNG20230004,0.43583008646965027
q00015,CPNG20231191,0.43453383445739746
q00015,CPNG20230014,0.41094592213630676
q00015,CPNG20230037,0.36330851912498474
q00015,CPNG20230036,0.23901213705539703
q00015,CPNG20230234,0.21050690114498138
q00015,CPNG20230233,0.18255698680877686
q00016,CPNG20230534,0.6867278218269348
q00016,CPNG20230991,0.6719233393669128
q00016,CPNG20230677,0.5823728442192078
q00016,CPNG20230532,0.5715041160583496
q00016,CPNG20230004,0.5568099021911621
q00016,CPNG20231088,0.5199850797653198
q00016,CPNG20231594,0.44869256019592285
q00016,CPNG20230992,0.4166310429573059
q00016,CPNG20230014,0.40274500846862793
q00016,CPNG20230682,0.31060075759887695
q00017,CPNG20231521,0.6824260950088501
q00017,CPNG20230004,0.6821721196174622
q00017,CPNG20230533,0.6222074031829834
q00017,CPNG20230698,0.5321096777915955
q00017,CPNG20231053,0.5136934518814087
q00017,CPNG20230704,0.4956793785095215
q00017,CPNG20230144,0.4446377158164978
q00017,CPNG20230682,0.40613216161727905
q00017,CPNG20231022,0.38262632489204407
q00017,CPNG20230744,0.297200083732605
q00018,CPNG20230808,0.5732251405715942
q00018,CPNG20230991,0.540706217288971
q00018,CPNG20230004,0.43424591422080994
q00018,CPNG20231191,0.397471159696579
q00018,CPNG20230832,0.36520814895629883
q00018,CPNG20230520,0.36107516288757324
q00018,CPNG20230992,0.295169472694397
q00018,CPNG20230040,0.28819379210472107
q00018,CPNG20231590,0.2794773280620575
q00018,CPNG20230682,0.24894066154956818
q00019,CPNG20230539,0.9271592497825623
q00019,CPNG20230730,0.8972012400627136
q00019,CPNG20230729,0.8706085085868835
q00019,CPNG20231426,0.8424620628356934
q00019,CPNG20230994,0.8338803052902222
q00019,CPNG20230011,0.8187516331672668
q00019,CPNG20230684,0.7480767369270325
q00019,CPNG20230532,0.6752727627754211
q00019,CPNG20230991,0.654917299747467
q00019,CPNG20230320,0.4822102189064026
q00020,CPNG20230644,0.8443195223808289
q00020,CPNG20230014,0.7537753582000732
q00020,CPNG20230532,0.6088969707489014
q00020,CPNG20230991,0.6083387136459351
q00020,CPNG20230004,0.589197039604187
q00020,CPNG20230992,0.553626537322998
q00020,CPNG20230533,0.5065187811851501
q00020,CPNG20230724,0.2081792950630188
q00020,CPNG20230320,0.16059517860412598
q00020,CPNG20230704,0.14880041778087616
q00021,CPNG20231521,0.6798810362815857
q00021,CPNG20230833,0.6274268627166748
q00021,CPNG20230644,0.6227582097053528
q00021,CPNG20231520,0.5110583305358887
q00021,CPNG20231191,0.42993253469467163
q00021,CPNG20230992,0.4295017123222351
q00021,CPNG20230704,0.3603319823741913
q00021,CPNG20230040,0.3363315761089325
q00021,CPNG20230037,0.3326793909072876
q00021,CPNG20230682,0.2940887212753296
q00022,CPNG20230987,0.7728226184844971
q00022,CPNG20231590,0.7678470015525818
q00022,CPNG20231589,0.7113712430000305
q00022,CPNG20230589,0.6824260950088501
q00022,CPNG20230576,0.6701124906539917
q00022,CPNG20230004,0.6527955532073975
q00022,CPNG20230533,0.6246833801269531
q00022,CPNG20230682,0.5800909996032715
q00022,CPNG20230554,0.5515984892845154
q00022,META20230898,0.5110583305358887
q00023,CPNG20231418,0.6949867606163025
q00023,CPNG20230509,0.6932451128959656
q00023,CPNG20230037,0.6455898284912109
q00023,CPNG20230992,0.6361502408981323
q00023,CPNG20231520,0.5136934518814087
q00023,CPNG20230480,0.49494704604148865
q00023,CPNG20230513,0.4848441183567047
q00023,CPNG20231041,0.4642462730407715
q00023,CPNG20230682,0.3966294825077057
q00023,CPNG20230458,0.3306337594985962
q00024,LIN20230234,0.9128800630569458
q00024,LIN20230324,0.8969848155975342
q00024,LIN20230332,0.8684816956520081
q00024,LIN20230826,0.8232293128967285
q00024,LIN20230326,0.8069899678230286
q00024,LIN20230272,0.7583142518997192
q00024,LIN20230006,0.7404940128326416
q00024,LIN20230883,0.7208995819091797
q00024,LIN20230238,0.42419788241386414
q00024,LIN20230565,0.2847803235054016
q00025,LIN20230004,0.8900749087333679
q00025,LIN20230370,0.889154314994812
q00025,LIN20230218,0.8863518238067627
q00025,LIN20232009,0.8724455237388611
q00025,LIN20231062,0.8556706309318542
q00025,LIN20230371,0.814186155796051
q00025,LIN20232085,0.8138313293457031
q00025,LIN20230227,0.8008948564529419
q00025,LIN20232010,0.7919662594795227
q00025,LIN20230219,0.7734392881393433
q00026,LIN20231048,0.7178241014480591
q00026,LIN20231363,0.6538571715354919
q00026,LIN20231716,0.6290690302848816
q00026,LIN20231718,0.5611432790756226
q00026,LIN20230179,0.5533369183540344
q00026,LIN20231720,0.528315007686615
q00026,LIN20231057,0.3448851406574249
q00026,LIN20231722,0.3202156722545624
q00026,LIN20231723,0.2915104925632477
q00026,LIN20231724,0.28621459007263184
q00027,LIN20230955,0.564315140247345
q00027,LIN20231716,0.4879179894924164
q00027,LIN20231057,0.46453776955604553
q00027,LIN20230179,0.4085368514060974
q00027,LIN20232293,0.36908817291259766
q00027,LIN20232170,0.36249569058418274
q00027,LIN20231710,0.31576815247535706
q00027,LIN20230731,0.312517374753952
q00027,LIN20232277,0.2625514566898346
q00027,LIN20230739,0.2411634922027588
q00028,LIN20231195,0.7537753582000732
q00028,LIN20230004,0.6565046906471252
q00028,LIN20231055,0.6345212459564209
q00028,LIN20230161,0.5310884118080139
q00028,LIN20230179,0.5210087299346924
q00028,LIN20231718,0.4203384220600128
q00028,LIN20231719,0.41563448309898376
q00028,LIN20230739,0.34680724143981934
q00028,LIN20231723,0.30130085349082947
q00028,LIN20230032,0.2729251980781555
q00029,LIN20231718,0.8364614248275757
q00029,LIN20231719,0.8279537558555603
q00029,LIN20231717,0.7108897566795349
q00029,LIN20230179,0.6317993402481079
q00029,LIN20231720,0.5823728442192078
q00029,LIN20232169,0.5763756632804871
q00029,LIN20231725,0.5239324569702148
q00029,LIN20231723,0.49436116218566895
q00029,LIN20231724,0.47621482610702515
q00029,LIN20231722,0.38643980026245117
q00030,LIN20230070,0.9359639883041382
q00030,LIN20230064,0.9184877276420593
q00030,LIN20230065,0.9159970879554749
q00030,LIN20230071,0.9134376049041748
q00030,LIN20230082,0.8997663259506226
q00030,LIN20230066,0.8916698694229126
q00030,LIN20230339,0.8800674080848694
q00030,LIN20230123,0.8780741691589355
q00030,LIN20230068,0.8773195147514343
q00030,LIN20230128,0.838375985622406
q00031,LIN20230004,0.905931830406189
q00031,LIN20231062,0.8788250088691711
q00031,LIN20230219,0.8703442811965942
q00031,LIN20230227,0.8536326289176941
q00031,LIN20232083,0.8473753929138184
q00031,LIN20230370,0.8332298994064331
q00031,LIN20230025,0.8008948564529419
q00031,LIN20231055,0.7754862308502197
q00031,LIN20230022,0.7657514214515686
q00031,LIN20230339,0.7038553953170776
q00032,LIN20230332,0.7809470295906067
q00032,LIN20230272,0.7717923521995544
q00032,LIN20230712,0.7636429071426392
q00032,LIN20230650,0.7040995955467224
q00032,LIN20230690,0.6959794759750366
q00032,LIN20230716,0.6734714508056641
q00032,LIN20231477,0.5666187405586243
q00032,LIN20231363,0.5631623268127441
q00032,LIN20230324,0.4803086519241333
q00032,LIN20230604,0.27760806679725647
q00033,LIN20230553,0.728149950504303
q00033,LIN20231677,0.6949867606163025
q00033,LIN20231195,0.6688159108161926
q00033,LIN20230350,0.6607204079627991
q00033,LIN20231477,0.6219319105148315
q00033,LIN20231999,0.5683444738388062
q00033,LIN20230563,0.4740230143070221
q00033,LIN20230360,0.370795339345932
q00033,LIN20230091,0.3415171504020691
q00033,LIN20231985,0.26721763610839844
q00034,LIN20231004,0.8348519802093506
q00034,LIN20230955,0.8120492696762085
q00034,LIN20230545,0.7395921945571899
q00034,LIN20231717,0.6194487810134888
q00034,LIN20230324,0.5539161562919617
q00034,LIN20230093,0.47446131706237793
q00034,LIN20232098,0.33001813292503357
q00034,LIN20230066,0.3227398991584778
q00034,LIN20230563,0.2608109414577484
q00034,LIN20230567,0.21177560091018677
q00035,ORCL20230403,0.9438931941986084
q00035,ORCL20230411,0.9370786547660828
q00035,ORCL20231524,0.9363840818405151
q00035,ORCL20230756,0.904726505279541
q00035,ORCL20230404,0.7913864850997925
q00035,ORCL20231525,0.7416183352470398
q00035,ORCL20230400,0.5646032691001892
q00035,ORCL20230360,0.5401241183280945
q00035,ORCL20231611,0.39669960737228394
q00035,ORCL20231550,0.3187824785709381
q00036,ORCL20230011,0.6339775323867798
q00036,ORCL20230003,0.43338245153427124
q00036,ORCL20230429,0.42935818433761597
q00036,ORCL20230015,0.42878401279449463
q00036,ORCL20231720,0.3494000732898712
q00036,ORCL20230326,0.3056667149066925
q00036,ORCL20230014,0.2932986915111542
q00036,ORCL20230276,0.23842646181583405
q00036,ORCL20230060,0.22740967571735382
q00036,ORCL20230013,0.2184029221534729
q00037,ORCL20230017,0.3178924322128296
q00037,ORCL20231092,0.29204022884368896
q00037,ORCL20231242,0.2341180294752121
q00037,ORCL20230456,0.22738392651081085
q00037,ORCL20230015,0.2044852077960968
q00037,ORCL20231907,0.19863906502723694
q00037,ORCL20230834,0.1935589611530304
q00037,ORCL20230543,0.18116210401058197
q00037,ORCL20231239,0.15498921275138855
q00037,ORCL20231476,0.13091769814491272
q00038,ORCL20231865,0.36963415145874023
q00038,ORCL20231905,0.3560888469219208
q00038,ORCL20231890,0.33274441957473755
q00038,ORCL20231844,0.27928563952445984
q00038,ORCL20231900,0.27249664068222046
q00038,ORCL20230882,0.21845293045043945
q00038,ORCL20230861,0.21845293045043945
q00038,ORCL20230276,0.16959863901138306
q00038,ORCL20230422,0.15491248667240143
q00038,ORCL20230242,0.12180085480213165
q00039,ORCL20231083,0.765120267868042
q00039,ORCL20230738,0.6919976472854614
q00039,ORCL20230739,0.6783487796783447
q00039,ORCL20230737,0.6580885052680969
q00039,ORCL20230734,0.603581964969635
q00039,ORCL20230741,0.5651793479919434
q00039,ORCL20230740,0.43583008646965027
q00039,ORCL20230736,0.3166549503803253
q00039,ORCL20230751,0.2515653967857361
q00039,ORCL20231476,0.15622100234031677
q00040,ORCL20231092,0.6538571715354919
q00040,ORCL20230017,0.6271529197692871
q00040,ORCL20230011,0.5234940052032471
q00040,ORCL20230440,0.5144253373146057
q00040,ORCL20231091,0.5021246075630188
q00040,ORCL20231720,0.4779689908027649
q00040,ORCL20231719,0.43871361017227173
q00040,ORCL20230453,0.3815196454524994
q00040,ORCL20231110,0.36480075120925903
q00040,ORCL20230276,0.31551501154899597
q00041,ORCL20230430,0.8602403402328491
q00041,ORCL20231714,0.8211735486984253
q00041,ORCL20230016,0.8102541565895081
q00041,ORCL20230453,0.790223240852356
q00041,ORCL20230011,0.7831442356109619
q00041,ORCL20231091,0.733910322189331
q00041,ORCL20230439,0.7154443860054016
q00041,ORCL20230003,0.6867278218269348
q00041,ORCL20230429,0.5917474031448364
q00041,ORCL20231719,0.5809471011161804
q00042,ORCL20230129,0.8665964007377625
q00042,ORCL20230130,0.6675167083740234
q00042,ORCL20230237,0.5648913383483887
q00042,ORCL20230243,0.3585781753063202
q00042,ORCL20230124,0.29822608828544617
q00042,ORCL20230242,0.2937239408493042
q00042,ORCL20230144,0.25444456934928894
q00042,ORCL20230545,0.2394920289516449
q00042,ORCL20230141,0.15831774473190308
q00042,ORCL20230146,0.09871195256710052
q00043,ORCL20231527,0.7269885540008545
q00043,ORCL20231529,0.7244225740432739
q00043,ORCL20230755,0.6646496653556824
q00043,ORCL20230422,0.5677694082260132
q00043,ORCL20231092,0.4927501380443573
q00043,ORCL20230017,0.3959285616874695
q00043,ORCL20230400,0.3860231041908264
q00043,ORCL20230326,0.23784177005290985
q00043,ORCL20231611,0.15831774473190308
q00043,ORCL20230153,0.1240115538239479
q00044,ORCL20230003,0.4137856066226959
q00044,ORCL20231091,0.2815690338611603
q00044,ORCL20230429,0.24730099737644196
q00044,ORCL20230050,0.24151216447353363
q00044,ORCL20230019,0.2308247685432434
q00044,ORCL20230060,0.20415177941322327
q00044,ORCL20230011,0.18781732022762299
q00044,ORCL20230013,0.15894335508346558
q00044,ORCL20230059,0.10129588842391968
q00044,ORCL20230076,0.09174782037734985
q00045,NVDA20230023,0.8610835671424866
q00045,NVDA20230049,0.8437023162841797
q00045,NVDA20230009,0.8332298994064331
q00045,NVDA20230458,0.8058924078941345
q00045,NVDA20230021,0.7309246063232422
q00045,NVDA20230037,0.6798810362815857
q00045,NVDA20231530,0.6538571715354919
q00045,NVDA20230020,0.6290690302848816
q00045,NVDA20230426,0.5395418405532837
q00045,NVDA20230016,0.508569061756134
q00046,NVDA20230457,0.7715858221054077
q00046,NVDA20230413,0.6949867606163025
q00046,NVDA20231252,0.683441162109375
q00046,NVDA20230607,0.6829338073730469
q00046,NVDA20230426,0.58493572473526
q00046,NVDA20230414,0.5677694082260132
q00046,NVDA20230419,0.5221784114837646
q00046,NVDA20230458,0.5022710561752319
q00046,NVDA20230109,0.2551259696483612
q00046,NVDA20230061,0.2312411665916443
q00047,NVDA20231571,0.8991304039955139
q00047,NVDA20230542,0.8783249258995056
q00047,NVDA20230543,0.8596757650375366
q00047,NVDA20230540,0.8390101194381714
q00047,NVDA20230545,0.835497260093689
q00047,NVDA20231570,0.8163042664527893
q00047,NVDA20230541,0.8163042664527893
q00047,NVDA20230525,0.638588011264801
q00047,NVDA20231582,0.6224828362464905
q00047,NVDA20230460,0.5018316507339478
q00048,NVDA20230301,0.8393264412879944
q00048,NVDA20230182,0.825266420841217
q00048,NVDA20230283,0.7933145761489868
q00048,NVDA20230542,0.775282084941864
q00048,NVDA20230304,0.7617339491844177
q00048,NVDA20230217,0.7460839152336121
q00048,NVDA20230317,0.7120925188064575
q00048,NVDA20230970,0.7077487111091614
q00048,NVDA20230336,0.642634928226471
q00048,NVDA20230273,0.5242247581481934
q00049,NVDA20230548,0.8405867218971252
q00049,NVDA20230547,0.7921592593193054
q00049,NVDA20230464,0.7149669528007507
q00049,NVDA20230479,0.6485337018966675
q00049,NVDA20230457,0.6094549894332886
q00049,NVDA20230517,0.5114976167678833
q00049,NVDA20230549,0.49875545501708984
q00049,NVDA20230537,0.43352633714675903
q00049,NVDA20230535,0.3722318410873413
q00049,NVDA20230533,0.35400915145874023
q00050,PG20230756,0.7163977026939392
q00050,PG20230003,0.6519982218742371
q00050,PG20230203,0.5866418480873108
q00050,PG20230106,0.42935818433761597
q00050,PG20230004,0.35454535484313965
q00050,PG20230922,0.35126709938049316
q00050,PG20230223,0.3391492962837219
q00050,PG20230063,0.3337208032608032
q00050,PG20230225,0.2927524447441101
q00050,PG20230772,0.21767862141132355
q00051,PG20230839,0.8690161108970642
q00051,PG20230222,0.5843666195869446
q00051,PG20230827,0.5104727149009705
q00051,PG20231204,0.352001816034317
q00051,PG20230864,0.3472055494785309
q00051,PG20231005,0.34250608086586
q00051,PG20231059,0.2559131681919098
q00051,PG20230772,0.24202238023281097
q00051,PG20230922,0.15081533789634705
q00051,PG20230520,0.13252604007720947
q00052,PG20230287,0.6164054274559021
q00052,PG20230004,0.5182298421859741
q00052,PG20230756,0.4365505576133728
q00052,PG20230106,0.4169158935546875
q00052,PG20230222,0.37813809514045715
q00052,PG20231057,0.29197967052459717
q00052,PG20230864,0.2878033220767975
q00052,PG20231204,0.287098228931427
q00052,PG20230772,0.19282834231853485
q00052,PG20231036,0.1527767926454544
q00053,PG20230054,0.8180549740791321
q00053,PG20230052,0.8124067187309265
q00053,PG20230053,0.807354748249054
q00053,PG20230278,0.768889844417572
q00053,PG20230277,0.757023274898529
q00053,PG20230280,0.7389145493507385
q00053,PG20230055,0.7171114087104797
q00053,PG20230279,0.7111305594444275
q00053,PG20230051,0.6902464628219604
q00053,PG20230049,0.6783487796783447
q00054,PG20230087,0.8613636493682861
q00054,PG20230092,0.8443195223808289
q00054,PG20230073,0.8437023162841797
q00054,PG20230091,0.8322506546974182
q00054,PG20230093,0.8256041407585144
q00054,PG20230088,0.8095324039459229
q00054,PG20230071,0.8069899678230286
q00054,PG20230089,0.7888602614402771
q00054,PG20230281,0.7546443343162537
q00054,PG20230051,0.7227819561958313
q00055,PG20230004,0.37518036365509033
q00055,PG20230106,0.37264272570610046
q00055,PG20230471,0.2959471642971039
q00055,PG20230003,0.28182098269462585
q00055,PG20230051,0.22730673849582672
q00055,PG20230203,0.19929277896881104
q00055,PG20230222,0.1394786834716797
q00055,PG20230756,0.1327282339334488
q00055,PG20230021,0.13259340822696686
q00055,PG20230922,0.11784618347883224
q00056,PG20230165,0.7533401250839233
q00056,PG20231112,0.4575492739677429
q00056,PG20230156,0.37052199244499207
q00056,META20231692,0.3295324742794037
q00056,PG20231058,0.2812061905860901
q00056,PG20231497,0.23246733844280243
q00056,PG20231057,0.20822757482528687
q00056,UNH20231233,0.19141869246959686
q00056,GOOGL20231590,0.16701510548591614
q00056,GOOGL20230327,0.1149536594748497
q00057,PG20230171,0.8742601275444031
q00057,PG20231036,0.5800909996032715
q00057,PG20230181,0.5242247581481934
q00057,PG20231056,0.5024175643920898
q00057,PG20230864,0.32402196526527405
q00057,PG20231204,0.32338058948516846
q00057,PG20230840,0.3178606927394867
q00057,PG20230004,0.3076912462711334
q00057,PG20230222,0.3070363700389862
q00057,PG20230993,0.1696399301290512
q00058,PG20230371,0.5504388213157654
q00058,PG20230222,0.5300667881965637
q00058,PG20231056,0.4024631083011627
q00058,PG20230287,0.29969972372055054
q00058,PG20231059,0.222227543592453
q00058,PG20231005,0.2154913991689682
q00058,PG20230864,0.21420647203922272
q00058,PG20231204,0.2113846242427826
q00058,PG20230840,0.19182713329792023
q00058,PG20231101,0.17848318815231323
q00059,PG20230222,0.43309471011161804
q00059,PG20230156,0.33987194299697876
q00059,PG20230840,0.3385585844516754
q00059,PG20231204,0.3355472981929779
q00059,PG20230864,0.3353513777256012
q00059,PG20231005,0.33189937472343445
q00059,PG20231167,0.31270620226860046
q00059,PG20231236,0.30579110980033875
q00059,PG20231101,0.3019797205924988
q00059,PG20230004,0.267657071352005
q00060,PG20230203,0.5869259834289551
q00060,PG20230225,0.43885794281959534
q00060,PG20230003,0.40274500846862793
q00060,PG20230106,0.31066349148750305
q00060,PG20230756,0.27661770582199097
q00060,PG20230004,0.2728379964828491
q00060,PG20230922,0.2676759362220764
q00060,PG20230021,0.2323628067970276
q00060,PG20230223,0.21319730579853058
q00060,PG20230222,0.16531023383140564
q00061,PG20230805,0.850679874420166
q00061,PG20230221,0.8393264412879944
q00061,PG20230003,0.6829338073730469
q00061,PG20230203,0.6570330262184143
q00061,PG20230756,0.6396691203117371
q00061,PG20230240,0.621104896068573
q00061,PG20230223,0.5677694082260132
q00061,PG20230222,0.47197818756103516
q00061,PG20230772,0.31986501812934875
q00061,PG20230922,0.3045486807823181
q00062,PG20230221,0.7705515623092651
q00062,PG20230230,0.706535279750824
q00062,PG20230805,0.40754619240760803
q00062,PG20230017,0.356357604265213
q00062,PG20230203,0.3042694926261902
q00062,PG20230240,0.252352237701416
q00062,PG20230826,0.21670733392238617
q00062,PG20230228,0.21613599359989166
q00062,PG20230226,0.19887234270572662
q00062,PG20230229,0.16474507749080658
q00063,PG20230239,0.683441162109375
q00063,PG20230241,0.6535919308662415
q00063,PG20230240,0.5982423424720764
q00063,PG20230063,0.5720779895782471
q00063,PG20230004,0.4594404995441437
q00063,PG20230756,0.3358086049556732
q00063,PG20230051,0.32898250222206116
q00063,PG20230106,0.27746856212615967
q00063,PG20230511,0.19010715186595917
q00063,PG20230912,0.17986196279525757
q00064,PG20230352,0.8292850255966187
q00064,PG20230371,0.7913864850997925
q00064,PG20230267,0.7867051362991333
q00064,PG20230327,0.7550780177116394
q00064,PG20231056,0.5183761119842529
q00064,PG20230222,0.3727112114429474
q00064,PG20231059,0.3679291903972626
q00064,PG20231036,0.31330469250679016
q00064,PG20230616,0.30489006638526917
q00064,PG20230298,0.26855939626693726
q00065,PG20230527,0.901236355304718
q00065,PG20230422,0.8825193047523499
q00065,PG20230269,0.8553809523582458
q00065,PG20230521,0.851274311542511
q00065,PG20230525,0.844011127948761
q00065,PG20230421,0.832904040813446
q00065,PG20230200,0.8315951824188232
q00065,PG20230531,0.7884695529937744
q00065,PG20230268,0.7865084409713745
q00065,PG20230414,0.7404940128326416
q00066,PG20230301,0.792930006980896
q00066,PG20230313,0.6669963598251343
q00066,PG20230284,0.5880619883537292
q00066,PG20230381,0.5411427021026611
q00066,PG20230371,0.5388139486312866
q00066,PG20230352,0.3920813202857971
q00066,PG20230298,0.36087238788604736
q00066,PG20230222,0.32843300700187683
q00066,PG20230360,0.19101093709468842
q00066,PG20230520,0.16980504989624023
q00067,PG20230429,0.8455477952957153
q00067,PG20230525,0.7456397414207458
q00067,PG20230222,0.6423657536506653
q00067,PG20230200,0.6260561943054199
q00067,PG20230004,0.6235837340354919
q00067,PG20230922,0.4034499228000641
q00067,PG20230521,0.3713423013687134
q00067,PG20231426,0.31198257207870483
q00067,PG20230772,0.2308247685432434
q00067,PG20231425,0.17626036703586578
q00068,PG20230004,0.5906145572662354
q00068,PG20230520,0.5054935216903687
q00068,PG20230003,0.41350141167640686
q00068,PG20230287,0.30890953540802
q00068,PG20230222,0.26198461651802063
q00068,PG20230756,0.19990120828151703
q00068,PG20230840,0.1657959222793579
q00068,PG20231204,0.16361939907073975
q00068,PG20230864,0.16257967054843903
q00068,PG20230772,0.16020062565803528
q00069,PG20230222,0.7108897566795349
q00069,PG20230004,0.615296483039856
q00069,PG20231392,0.4914320707321167
q00069,PG20230993,0.4054257869720459
q00069,PG20231005,0.3554844856262207
q00069,PG20231204,0.35347336530685425
q00069,PG20230864,0.34760406613349915
q00069,PG20230287,0.3381650745868683
q00069,PG20230840,0.2970624268054962
q00069,PG20231167,0.2795731723308563
q00070,PG20231516,0.8412138223648071
q00070,PG20231450,0.8396422266960144
