query_id,corpus_id
qd498d6fc,dd4bc50b4
qd498d6fc,dd4b8b896
qd498d6fc,dd498f254
qd498d6fc,dd4ba002a
qd498d6fc,dd4ba7a78
qd498d6fc,dd4be3974
qd496d118,dd4bd002c
qd496d118,dd4bd0162
qd496d118,dd4c3af26
qd496d118,dd4be481a
qd496d118,dd4c0b726
qd496d118,dd4bd5eb4
qd496d118,dd4baa548
qd496d118,dd4c308dc
qd496d118,dd4b996e4
qd496d118,dd496d15e
qd496f594,dd4bd25ac
qd496f594,dd4bbe2a0
qd496f594,dd496f5c6
qd496f594,dd4c29884
qd496f594,dd4c5304e
qd496f594,dd4bf6a7e
qd496f594,dd4be0756
qd496f594,dd4bc91dc
qd496f594,dd4bcfc62
qd496f594,dd4b9a558
qd49825e0,dd4baa93a
qd49825e0,dd4c0e49e
qd49825e0,dd4c5b0c8
qd49825e0,dd4c0d2d8
qd49825e0,dd4c4fec6
qd49825e0,dd4bd25ac
qd49825e0,dd4b9c542
qd49825e0,dd4b91c64
qd49825e0,dd4c50e34
qd49825e0,dd4c61aa4
qd497a3b8,dd4bdbdd2
qd497a3b8,dd4b8dc72
qd497a3b8,dd4baa23c
qd497a3b8,dd4c4e0f8
qd497a3b8,dd4c42172
qd497a3b8,dd4bd25ac
qd497a3b8,dd498f254
qd497a3b8,dd4c37498
qd497a3b8,dd4b974d4
qd497a3b8,dd4bb90d4
qd497c528,dd4b91c64
qd497c528,dd4c61aa4
qd497c528,dd498f254
qd497c528,dd4baa93a
qd497c528,dd4baf840
qd497c528,dd4c4fec6
qd497c528,dd4c4c636
qd497c528,dd4bd25ac
qd497c528,dd4c0d2d8
qd497c528,dd4976286
qd498f394,dd497ff02
qd498f394,dd4ba7f28
qd498f394,dd4bd25ac
qd498f394,dd4c4e0f8
qd498f394,dd4bd2250
qd498f394,dd497875c
qd498f394,dd4c24e1a
qd498f394,dd497da9a
qd498f394,dd4bdf78e
qd498f394,dd4b8f518
qd4980326,dd4c50e34
qd4980326,dd4c0419c
qd4980326,dd4b91c64
qd4980326,dd4c61aa4
qd4980326,dd4be3974
qd4980326,dd4bc2e5e
qd4980326,dd4c4fec6
qd4980326,dd4be4f72
qd4980326,dd4b99900
qd4980326,dd4bbe0d4
qd498cc2a,dd4baa93a
qd498cc2a,dd4c0e49e
qd498cc2a,dd4bd25ac
qd498cc2a,dd4c4fec6
qd498cc2a,dd4b8fae0
qd498cc2a,dd4c0d2d8
qd498cc2a,dd4c50e34
qd498cc2a,dd4b91c64
qd498cc2a,dd4bae6b6
qd498cc2a,dd4ba7a78
qd497b7e0,dd4b91c64
qd497b7e0,dd4c61aa4
qd497b7e0,dd4976286
qd497b7e0,dd4baf840
qd497b7e0,dd4c4fec6
qd497b7e0,dd4c0419c
qd497b7e0,dd4c4c636
qd497b7e0,dd4c07df6
qd497b7e0,dd4b8b896
qd497b7e0,dd4c50e34
qd498ed9a,dd4979e04
qd498ed9a,dd4c11dd8
qd498ed9a,dd497587c
qd498ed9a,dd4bfc9d8
qd498ed9a,dd4b97600
qd498ed9a,dd4c03814
qd498ed9a,dd4be9e5a
qd498ed9a,dd4bc83ae
qd498ed9a,dd4c51b22
qd498ed9a,dd4b90bb6
qd498e660,dd4c178a0
qd498e660,dd4c2a0d6
qd498e660,dd4c53d0a
qd498e660,dd49827d4
qd498e660,dd4c648e4
qd498e660,dd4ba4e36
qd498e660,dd4b9306e
qd498e660,dd4c4b592
qd498e660,dd4b94ff4
qd498e660,dd4c29884
qd498d5e4,dd4c5b0c8
qd498d5e4,dd4c50e34
qd498d5e4,dd4c0d2d8
qd498d5e4,dd4c4fec6
qd498d5e4,dd4b91c64
qd498d5e4,dd4bce2b8
qd498d5e4,dd496fc06
qd498d5e4,dd4b8f518
qd498d5e4,dd4bbe0d4
qd498d5e4,dd497340a
qd497c92e,dd4c4fec6
qd497c92e,dd4c5b0c8
qd497c92e,dd4baa93a
qd497c92e,dd4bbe0d4
qd497c92e,dd4c0d2d8
qd497c92e,dd4c52716
qd497c92e,dd4bce2b8
qd497c92e,dd4b91c64
qd497c92e,dd4b8db3c
qd497c92e,dd4c246b8
qd498c428,dd4bae6b6
qd498c428,dd4c0d2d8
qd498c428,dd4c0419c
qd498c428,dd4bd25ac
qd498c428,dd4c4fec6
qd498c428,dd496fc06
qd498c428,dd4b8dc72
qd498c428,dd4bdf78e
qd498c428,dd496d5d2
qd498c428,dd4be3974
qd4978d1a,dd4c5b0c8
qd4978d1a,dd4c50e34
qd4978d1a,dd4c0d2d8
qd4978d1a,dd4c4fec6
qd4978d1a,dd4b91c64
qd4978d1a,dd4bce2b8
qd4978d1a,dd496fc06
qd4978d1a,dd4b8f518
qd4978d1a,dd4bbe0d4
qd4978d1a,dd497340a
qd49792ba,dd4baa93a
qd49792ba,dd4c0e49e
qd49792ba,dd4b91c64
qd49792ba,dd4c4fec6
qd49792ba,dd4c61aa4
qd49792ba,dd4c0d2d8
qd49792ba,dd4c50e34
qd49792ba,dd4c4c636
qd49792ba,dd496fc06
qd49792ba,dd4b8f518
qd4980a06,dd4bb99da
qd4980a06,dd4980a42
qd4980a06,dd4bc47a4
qd4980a06,dd4c47d52
qd4980a06,dd4c51212
qd4980a06,dd4b9f7f6
qd4980a06,dd4b87d18
qd4980a06,dd4be45d6
qd4980a06,dd4b9e478
qd4980a06,dd4ba4404
qd4973c3e,dd4baa93a
qd4973c3e,dd4c0e49e
qd4973c3e,dd4c5b0c8
qd4973c3e,dd4c0d2d8
qd4973c3e,dd4c4fec6
qd4973c3e,dd4bd25ac
qd4973c3e,dd4b9c542
qd4973c3e,dd4b91c64
qd4973c3e,dd4c50e34
qd4973c3e,dd4c61aa4
qd4986d0c,dd4baa93a
qd4986d0c,dd4c0e49e
qd4986d0c,dd4c5b0c8
qd4986d0c,dd4c0d2d8
qd4986d0c,dd4c4fec6
qd4986d0c,dd4bd25ac
qd4986d0c,dd4b9c542
qd4986d0c,dd4b91c64
qd4986d0c,dd4c50e34
qd4986d0c,dd4c61aa4
qd498650a,dd498655a
qd498650a,dd4c4cf78
qd498650a,dd4c4cc62
qd498650a,dd4b8df74
qd498650a,dd4c05bc8
qd498650a,dd4ba90f8
qd498650a,dd4bc6fe0
qd498650a,dd4bcbcf2
qd498650a,dd4b8d254
qd498650a,dd4bc000a
qd498c8b0,dd4bae6b6
qd498c8b0,dd4c0d2d8
qd498c8b0,dd4c0419c
qd498c8b0,dd4bd25ac
qd498c8b0,dd4c4fec6
qd498c8b0,dd496fc06
qd498c8b0,dd4b8dc72
qd498c8b0,dd4bdf78e
qd498c8b0,dd496d5d2
qd498c8b0,dd4be3974
qd49781b2,dd4b91c64
qd49781b2,dd4c61aa4
qd49781b2,dd4c50e34
qd49781b2,dd4ba002a
qd49781b2,dd4976286
qd49781b2,dd4baf840
qd49781b2,dd4c4fec6
qd49781b2,dd4bd25ac
qd49781b2,dd498f254
qd49781b2,dd4b8b896
qd498b1b8,dd498b1f4
qd498b1b8,dd4ba7a78
qd498b1b8,dd4c0d670
qd498b1b8,dd4bc75f8
qd498b1b8,dd4bdf78e
qd498b1b8,dd4bbec82
qd498b1b8,dd4c4b376
qd498b1b8,dd4970098
qd498b1b8,dd4bb1f8c
qd498b1b8,dd4bc0884
qd497214a,dd4bc7b52
qd497214a,dd4c5b0c8
qd497214a,dd4c0419c
qd497214a,dd4b9f918
qd497214a,dd4c0d2d8
qd497214a,dd4be4f72
qd497214a,dd498f254
qd497214a,dd4bdbdd2
qd497214a,dd4c4fec6
qd497214a,dd4c50e34
qd4972b4a,dd4972b86
qd4972b4a,dd496daaa
qd4972b4a,dd4baed28
qd4972b4a,dd497774e
qd4972b4a,dd4be687c
qd4972b4a,dd4c3c8e4
qd4972b4a,dd4bf43a0
qd4972b4a,dd496ddd4
qd4972b4a,dd4b8bd14
qd4972b4a,dd4bad4e6
qd4979c6a,dd4b91c64
qd4979c6a,dd4b8ece4
qd4979c6a,dd4b99900
qd4979c6a,dd4c4fec6
qd4979c6a,dd4bfde14
qd4979c6a,dd4bcebb4
qd4979c6a,dd4c50e34
qd4979c6a,dd4be4f72
qd4979c6a,dd4c0419c
qd4979c6a,dd498f254
qd498c2de,dd498c338
qd498c2de,dd4c49468
qd498c2de,dd4bfeaee
qd498c2de,dd4c53620
qd498c2de,dd4bdbf80
qd498c2de,dd4ba850e
qd498c2de,dd4c42172
qd498c2de,dd4c0419c
qd498c2de,dd4bbc7ca
qd498c2de,dd4ba302c
qd496e4f0,dd4c5b0c8
qd496e4f0,dd4b9f918
qd496e4f0,dd4b91c64
qd496e4f0,dd4bdbdd2
qd496e4f0,dd4c4fec6
qd496e4f0,dd4c61aa4
qd496e4f0,dd4c50e34
qd496e4f0,dd4baa93a
qd496e4f0,dd4be4f72
qd496e4f0,dd4bb10f0
qd4988300,dd4c5b0c8
qd4988300,dd4baa93a
qd4988300,dd4c4fec6
qd4988300,dd4c50e34
qd4988300,dd4b8f518
qd4988300,dd496fc06
qd4988300,dd4c4c636
qd4988300,dd4c0419c
qd4988300,dd4c0d2d8
qd4988300,dd4b8b896
qd497b4e8,dd497b524
qd497b4e8,dd4bdf78e
qd497b4e8,dd4ba7a78
qd497b4e8,dd4c0d670
qd497b4e8,dd498b1f4
qd497b4e8,dd4bc75f8
qd497b4e8,dd4b96ca0
qd497b4e8,dd4bb90d4
qd497b4e8,dd4c08e0e
qd497b4e8,dd4c4d626
qd496fbca,dd4976a9c
qd496fbca,dd4bc7b52
qd496fbca,dd496d5d2
qd496fbca,dd4b8f518
qd496fbca,dd4bc7c60
qd496fbca,dd496fc06
qd496fbca,dd4c4ee72
qd496fbca,dd4c5eaa2
qd496fbca,dd4bb7108
qd496fbca,dd4bd4820
qd4970ce6,dd4970d36
qd4970ce6,dd4bb51aa
qd4970ce6,dd4bd7caa
qd4970ce6,dd4c13c64
qd4970ce6,dd4bdb968
qd4970ce6,dd4c56cb2
qd4970ce6,dd4bde6cc
qd4970ce6,dd4c16450
qd4970ce6,dd4976808
qd4970ce6,dd4bdeac8
qd49885da,dd4974620
qd49885da,dd4ba327a
qd49885da,dd4c2ed52
qd49885da,dd4bda02c
qd49885da,dd4bc9bbe
qd49885da,dd4c1ca1c
qd49885da,dd498c0cc
qd49885da,dd4b90814
qd49885da,dd4b9c542
qd49885da,dd4ba002a
qd4982112,dd4b973b2
qd4982112,dd4982158
qd4982112,dd49869a6
qd4982112,dd4c2bb20
qd4982112,dd4bb5506
qd4982112,dd4c5304e
qd4982112,dd4b9dc1c
qd4982112,dd4c0a39e
qd4982112,dd4bb3b48
qd4982112,dd4c194a2
qd498411a,dd4bc7b52
qd498411a,dd4c4fec6
qd498411a,dd4c5b0c8
qd498411a,dd4bae6b6
qd498411a,dd4bce2b8
qd498411a,dd4b9f918
qd498411a,dd4bc7c60
qd498411a,dd4c50e34
qd498411a,dd4bbe0d4
qd498411a,dd4baf746
qd498d21a,dd4bc7b52
qd498d21a,dd4c55e7a
qd498d21a,dd4bf84f0
qd498d21a,dd4c42172
qd498d21a,dd4c4ee72
qd498d21a,dd4c4fb38
qd498d21a,dd4c08e0e
qd498d21a,dd4bcbcf2
qd498d21a,dd4b9c66e
qd498d21a,dd496fc06
qd4982770,dd4c5d80a
qd4982770,dd4c34c0c
qd4982770,dd4b9306e
qd4982770,dd4b882ae
qd4982770,dd4c178a0
qd4982770,dd4983698
qd4982770,dd4c53d0a
qd4982770,dd4bdbf80
qd4982770,dd4c2a0d6
qd4982770,dd4c648e4
qd498de22,dd4976a9c
qd498de22,dd496fc06
qd498de22,dd4bc7c60
qd498de22,dd4bc7b52
qd498de22,dd4c4ee72
qd498de22,dd4b8f518
qd498de22,dd496d5d2
qd498de22,dd4bb7108
qd498de22,dd4bb43c2
qd498de22,dd4c5304e
qd498a5e2,dd4b91c64
qd498a5e2,dd4c5b0c8
qd498a5e2,dd4c61aa4
qd498a5e2,dd4c0d2d8
qd498a5e2,dd4c4fec6
qd498a5e2,dd4be3974
qd498a5e2,dd498f254
qd498a5e2,dd4c50e34
qd498a5e2,dd4c0419c
qd498a5e2,dd4bbe0d4
qd498ce96,dd4be653e
qd498ce96,dd4bb930e
qd498ce96,dd4b93500
qd498ce96,dd4c087b0
qd498ce96,dd4bd368c
qd498ce96,dd4c3d8a2
qd498ce96,dd4b91048
qd498ce96,dd4c53d0a
qd498ce96,dd4c065fa
qd498ce96,dd4c0f18c
qd497b95c,dd4bbf380
qd497b95c,dd4c528e2
qd497b95c,dd497b9d4
qd497b95c,dd4bb4980
qd497b95c,dd4970aa2
qd497b95c,dd4b9f918
qd497b95c,dd4bb7270
qd497b95c,dd4c5614a
qd497b95c,dd4c5007e
qd497b95c,dd4b9ae72
qd4978306,dd497774e
qd4978306,dd496daaa
qd4978306,dd4c5a9f2
qd4978306,dd497a67e
qd4978306,dd4972b86
qd4978306,dd4baed28
qd4978306,dd4be687c
qd4978306,dd4bf4576
qd4978306,dd4c14862
qd4978306,dd497502a
qd4988422,dd4baa93a
qd4988422,dd4bb10f0
qd4988422,dd4c4fec6
qd4988422,dd4c50e34
qd4988422,dd4b8f518
qd4988422,dd4c0d2d8
qd4988422,dd496fc06
qd4988422,dd4bbe0d4
qd4988422,dd4be643a
qd4988422,dd4b8b896
qd4981186,dd4b91c64
qd4981186,dd4c61aa4
qd4981186,dd4c4fec6
qd4981186,dd4c50e34
qd4981186,dd4976286
qd4981186,dd4b8b896
qd4981186,dd4bd25ac
qd4981186,dd4bbe0d4
qd4981186,dd4b8f518
qd4981186,dd498f254
qd4976d12,dd4976d62
qd4976d12,dd4986424
qd4976d12,dd4bd7caa
qd4976d12,dd4bc9a9c
qd4976d12,dd4bf5a52
qd4976d12,dd497a156
qd4976d12,dd4c34c0c
qd4976d12,dd4be8910
qd4976d12,dd4c1ddd6
qd4976d12,dd4b9cccc
qd4971344,dd4baa93a
qd4971344,dd4c0e49e
qd4971344,dd4c5b0c8
qd4971344,dd4c0d2d8
qd4971344,dd4c4fec6
qd4971344,dd4bd25ac
qd4971344,dd4b9c542
qd4971344,dd4b91c64
qd4971344,dd4c50e34
qd4971344,dd4c61aa4
qd498cb30,dd4bcbcf2
qd498cb30,dd4b9698a
qd498cb30,dd4bf6f9c
qd498cb30,dd4bb3512
qd498cb30,dd4c08e0e
qd498cb30,dd4ba850e
qd498cb30,dd4b96a84
qd498cb30,dd4b9a788
qd498cb30,dd4be643a
qd498cb30,dd497b524
qd4989ac0,dd4c5b0c8
qd4989ac0,dd4baa93a
qd4989ac0,dd4bb10f0
qd4989ac0,dd4c4fec6
qd4989ac0,dd4c50e34
qd4989ac0,dd4c0d2d8
qd4989ac0,dd4c0419c
qd4989ac0,dd4bce2b8
qd4989ac0,dd496fc06
qd4989ac0,dd4b8f518
qd4987784,dd4bc50b4
qd4987784,dd4b91c64
qd4987784,dd4bd25ac
qd4987784,dd4c61aa4
qd4987784,dd4976286
qd4987784,dd4ba785c
qd4987784,dd4baf840
qd4987784,dd4bce2b8
qd4987784,dd4c50e34
qd4987784,dd4ba7a78
qd4983b3e,dd496ca2e
qd4983b3e,dd4c5d6ca
qd4983b3e,dd4c339ec
qd4983b3e,dd4c539b8
qd4983b3e,dd49797ec
qd4983b3e,dd4b94a7c
qd4983b3e,dd4bea09e
qd4983b3e,dd496d7c6
qd4983b3e,dd498c0cc
qd4983b3e,dd4bec2fe
qd497843c,dd4c5b0c8
qd497843c,dd4c4fec6
qd497843c,dd4bb10f0
qd497843c,dd4c0d2d8
qd497843c,dd4c50e34
qd497843c,dd4b8b896
qd497843c,dd496fc06
qd497843c,dd4b8f518
qd497843c,dd4bbe0d4
qd497843c,dd4c4c636
qd497feb2,dd4baa93a
qd497feb2,dd4bb10f0
qd497feb2,dd4c4fec6
qd497feb2,dd4c50e34
qd497feb2,dd4b8f518
qd497feb2,dd4c0d2d8
qd497feb2,dd496fc06
qd497feb2,dd4bbe0d4
qd497feb2,dd4be643a
qd497feb2,dd4b8b896
qd4970de0,dd4c50e34
qd4970de0,dd4bce2b8
qd4970de0,dd498f254
qd4970de0,dd4b91c64
qd4970de0,dd4c61aa4
qd4970de0,dd4b8fae0
qd4970de0,dd4c63f0c
qd4970de0,dd4c0419c
qd4970de0,dd4bedf0a
qd4970de0,dd4baf840
qd498694c,dd4c4fec6
qd498694c,dd4c5b0c8
qd498694c,dd4baa93a
qd498694c,dd4bbe0d4
qd498694c,dd4c0d2d8
qd498694c,dd4c52716
qd498694c,dd4bce2b8
qd498694c,dd4b91c64
qd498694c,dd4b8db3c
qd498694c,dd4c246b8
qd497fc46,dd4c50e34
qd497fc46,dd4bc7b52
qd497fc46,dd4bce2b8
qd497fc46,dd4bdbdd2
qd497fc46,dd4c0419c
qd497fc46,dd4be4f72
qd497fc46,dd4c4fec6
qd497fc46,dd4ba7a78
qd497fc46,dd4bdbed6
qd497fc46,dd4b8b896
qd496dc08,dd4c50e34
qd496dc08,dd4b91c64
qd496dc08,dd4bce2b8
qd496dc08,dd4c0d2d8
qd496dc08,dd4c4fec6
qd496dc08,dd4c61aa4
qd496dc08,dd498f254
qd496dc08,dd4bbe0d4
qd496dc08,dd4c0419c
qd496dc08,dd496fc06
qd498fc86,dd4c5b0c8
qd498fc86,dd4c0d2d8
qd498fc86,dd4bc7b52
qd498fc86,dd4bce2b8
qd498fc86,dd4c4fec6
qd498fc86,dd4be3974
qd498fc86,dd4c50e34
qd498fc86,dd4c0419c
qd498fc86,dd4b885a6
qd498fc86,dd4bbe0d4
qd496f404,dd4c5b0c8
qd496f404,dd4b91c64
qd496f404,dd4c4fec6
qd496f404,dd4c61aa4
qd496f404,dd4c50e34
qd496f404,dd4bb10f0
qd496f404,dd4be4f72
qd496f404,dd4b8db3c
qd496f404,dd4c0d2d8
qd496f404,dd4c4c636
qd49703d6,dd4c50e34
qd49703d6,dd4bce2b8
qd49703d6,dd4be4f72
qd49703d6,dd4c0419c
qd49703d6,dd4b91c64
qd49703d6,dd4c61aa4
qd49703d6,dd4976286
qd49703d6,dd4baf840
qd49703d6,dd4c4fec6
qd49703d6,dd4bc2e5e
qd4974436,dd4b8f518
qd4974436,dd496fc06
qd4974436,dd4c4ee72
qd4974436,dd496d5d2
qd4974436,dd4bc7b52
qd4974436,dd4976a9c
qd4974436,dd4b8de70
qd4974436,dd4bc7c60
qd4974436,dd4c4c636
qd4974436,dd4c5eaa2
qd4981bfe,dd4baa93a
qd4981bfe,dd4bb10f0
qd4981bfe,dd4c4fec6
qd4981bfe,dd4c50e34
qd4981bfe,dd4b8f518
qd4981bfe,dd4c0d2d8
qd4981bfe,dd496fc06
qd4981bfe,dd4bbe0d4
qd4981bfe,dd4be643a
qd4981bfe,dd4b8b896
qd4983256,dd498329c
qd4983256,dd4bb0bb4
qd4983256,dd4c5923c
qd4983256,dd4b8f1c6
qd4983256,dd4bd6166
qd4983256,dd4bb90d4
qd4983256,dd4ba7a78
qd4983256,dd4c2b4cc
qd4983256,dd4c0d670
qd4983256,dd4c4d626
qd496fd00,dd497587c
qd496fd00,dd496fd78
qd496fd00,dd4c2568a
qd496fd00,dd4c37dd0
qd496fd00,dd4c3b1d8
qd496fd00,dd4c54f8e
qd496fd00,dd4c5739c
qd496fd00,dd497d298
qd496fd00,dd4c628b4
qd496fd00,dd4bfc9d8
qd4988a76,dd497cdca
qd4988a76,dd4b94ed2
qd4988a76,dd4c4ac6e
qd4988a76,dd4c07cfc
qd4988a76,dd4c3b106
qd4988a76,dd4bd52b6
qd4988a76,dd4c66176
qd4988a76,dd4c2e58c
qd4988a76,dd4c1bfb8
qd4988a76,dd4c0c5ea
qd497a926,dd497a976
qd497a926,dd4c0781a
qd497a926,dd4bd73ea
qd497a926,dd4c528e2
qd497a926,dd4bbf380
qd497a926,dd4987b58
qd497a926,dd4bd52b6
qd497a926,dd4b8ab80
qd497a926,dd4c5e048
qd497a926,dd4b94ed2
qd498c090,dd4c4fec6
qd498c090,dd4c0d2d8
qd498c090,dd496fc06
qd498c090,dd4c246b8
qd498c090,dd4bbd79c
qd498c090,dd4bfe2a6
qd498c090,dd4bbe0d4
qd498c090,dd4c55e7a
qd498c090,dd4baf746
qd498c090,dd4ba7a78
qd4984a16,dd4bb5402
qd4984a16,dd4bd03a6
qd4984a16,dd4c54aca
qd4984a16,dd4b90684
qd4984a16,dd4bd3d9e
qd4984a16,dd4b8b4d6
qd4984a16,dd4bd2bd8
qd4984a16,dd4bdd420
qd4984a16,dd4b91c64
qd4984a16,dd4c31ebc
qd4970f34,dd4b91c64
qd4970f34,dd4c61aa4
qd4970f34,dd4976286
qd4970f34,dd4baf840
qd4970f34,dd4c14cea
qd4970f34,dd4b9f918
qd4970f34,dd4b8b896
qd4970f34,dd4c5b0c8
qd4970f34,dd4c0419c
qd4970f34,dd4bc7b52
qd4971722,dd4bc26ca
qd4971722,dd49719f2
qd4971722,dd4bae530
qd4971722,dd4bed046
qd4971722,dd4b93d66
qd4971722,dd4bdddee
qd4971722,dd4ba1308
qd4971722,dd496ebc6
qd4971722,dd4c51d20
qd4971722,dd496e3c4
qd4987d7e,dd4c4fec6
qd4987d7e,dd4b91c64
qd4987d7e,dd4c61aa4
qd4987d7e,dd4c50e34
qd4987d7e,dd4c4c636
qd4987d7e,dd4b8b896
qd4987d7e,dd4bbe0d4
qd4987d7e,dd4b8f518
qd4987d7e,dd496fc06
qd4987d7e,dd4bce2b8
qd496c9c0,dd496ca2e
qd496c9c0,dd4c5d6ca
qd496c9c0,dd4c339ec
qd496c9c0,dd4c539b8
qd496c9c0,dd49797ec
qd496c9c0,dd4b94a7c
qd496c9c0,dd4bea09e
qd496c9c0,dd496d7c6
qd496c9c0,dd498c0cc
qd496c9c0,dd4bec2fe
qd49856aa,dd4985704
qd49856aa,dd4bcc332
qd49856aa,dd4b9c948
qd49856aa,dd4bcfd48
qd49856aa,dd4bdbed6
qd49856aa,dd497b29a
qd49856aa,dd4bd4262
qd49856aa,dd4b95fc6
qd49856aa,dd4c529be
qd49856aa,dd4c46786
qd49867da,dd4b91c64
qd49867da,dd4b8b896
qd49867da,dd4baa93a
qd49867da,dd4bd25ac
qd49867da,dd4bedf0a
qd49867da,dd4c0d2d8
qd49867da,dd498f254
qd49867da,dd4c51b22
qd49867da,dd4c0e49e
qd49867da,dd4c4fec6
qd4987b12,dd4c03562
qd4987b12,dd497b06a
qd4987b12,dd4bde83e
qd4987b12,dd4bd25ac
qd4987b12,dd4bd4532
qd4987b12,dd4c50e34
qd4987b12,dd4bc50b4
qd4987b12,dd498f254
qd4987b12,dd4c539b8
qd4987b12,dd4ba7a78
qd497471a,dd4b8db3c
qd497471a,dd4b8705c
qd497471a,dd497477e
qd497471a,dd4bb9e4e
qd497471a,dd4c07cfc
qd497471a,dd4bbee44
qd497471a,dd4c5f290
qd497471a,dd4c07df6
